Region,Virus,WeekNumber,Week-end-date,tests,detections,positivity
Ontario,Influenza B,5,2024-02-03,"7,738",79,1
Ontario,Influenza B,6,2024-02-10,"7,402",111,1.5
Ontario,Influenza B,7,2024-02-17,"7,689",144,1.9
Ontario,Influenza B,8,2024-02-24,"7,189",169,2.4
Ontario,Influenza B,9,2024-03-02,"7,133",207,2.9
Ontario,Influenza B,10,2024-03-09,"6,873",281,4.1
Ontario,Influenza B,11,2024-03-16,"6,948",264,3.8
Ontario,Influenza B,12,2024-03-23,"6,960",236,3.4
Ontario,Influenza B,13,2024-03-30,"6,384",210,3.3
Ontario,Influenza B,14,2024-04-06,"6,699",230,3.4
Ontario,Influenza B,15,2024-04-13,"6,251",217,3.5
Ontario,Influenza B,16,2024-04-20,"5,976",140,2.3
Ontario,Influenza B,17,2024-04-27,"5,585",105,1.9
Ontario,Influenza B,18,2024-05-04,"5,723",101,1.8
Ontario,Influenza B,19,2024-05-11,"5,593",61,1.1
Ontario,Influenza B,20,2024-05-18,"5,264",40,0.8
Ontario,Influenza B,21,2024-05-25,"4,779",16,0.3
Ontario,Influenza B,22,2024-06-01,"4,825",12,0.2
Ontario,Influenza B,23,2024-06-08,"4,583",9,0.2
Ontario,Influenza B,24,2024-06-15,"4,456",5,0.1
Ontario,Influenza B,25,2024-06-22,"4,349",5,0.1
Ontario,Influenza B,26,2024-06-29,"4,491",2,0
Ontario,Influenza B,27,2024-07-06,"4,135",3,0.1
Ontario,Influenza B,28,2024-07-13,"4,509",1,0
Ontario,Influenza B,29,2024-07-20,"4,390",0,0
Ontario,Influenza B,30,2024-07-27,"4,561",1,0
Ontario,Influenza B,31,2024-08-03,"4,333",2,0
Ontario,Influenza B,32,2024-08-10,"4,533",1,0
Ontario,Influenza B,33,2024-08-17,"4,849",5,0.1
Ontario,Influenza B,34,2024-08-24,"4,785",2,0
Ontario,RSV,35,2023-09-02,"4,324",35,0.8
Ontario,RSV,36,2023-09-09,"4,455",39,0.9
Ontario,RSV,37,2023-09-16,"5,138",52,1
Ontario,RSV,38,2023-09-23,"5,652",81,1.4
Ontario,RSV,39,2023-09-30,"6,186",88,1.4
Ontario,RSV,40,2023-10-07,"6,456",126,2
Ontario,RSV,41,2023-10-14,"6,281",156,2.5
Ontario,RSV,42,2023-10-21,"6,834",254,3.7
Ontario,RSV,43,2023-10-28,"6,814",287,4.2
Ontario,RSV,44,2023-11-04,"6,997",406,5.8
Ontario,RSV,45,2023-11-11,"7,241",552,7.6
Ontario,RSV,46,2023-11-18,"7,796",617,7.9
Ontario,RSV,47,2023-11-25,"8,068",699,8.7
Ontario,RSV,48,2023-12-02,"8,447",717,8.5
Ontario,RSV,49,2023-12-09,"8,465",626,7.4
Ontario,RSV,50,2023-12-16,"9,261",555,6
Ontario,RSV,51,2023-12-23,"9,244",429,4.6
Ontario,RSV,52,2023-12-30,"9,829",454,4.6
Ontario,RSV,1,2024-01-06,"9,871",398,4
Ontario,RSV,2,2024-01-13,"9,975",326,3.3
Ontario,RSV,3,2024-01-20,"8,808",263,3
Ontario,RSV,4,2024-01-27,"8,260",216,2.6
Ontario,RSV,5,2024-02-03,"7,736",164,2.1
Ontario,RSV,6,2024-02-10,"7,404",120,1.6
Ontario,RSV,7,2024-02-17,"7,689",89,1.2
Ontario,RSV,8,2024-02-24,"7,189",82,1.1
Ontario,RSV,9,2024-03-02,"7,134",88,1.2
Ontario,RSV,10,2024-03-09,"6,873",61,0.9
Ontario,RSV,11,2024-03-16,"6,948",61,0.9
Ontario,RSV,12,2024-03-23,"6,961",34,0.5
Ontario,RSV,13,2024-03-30,"6,384",37,0.6
Ontario,RSV,14,2024-04-06,"6,704",46,0.7
Ontario,RSV,15,2024-04-13,"6,232",40,0.6
Ontario,RSV,16,2024-04-20,"5,976",40,0.7
Ontario,RSV,17,2024-04-27,"5,585",36,0.6
Ontario,RSV,18,2024-05-04,"5,718",23,0.4
Ontario,RSV,19,2024-05-11,"5,592",19,0.3
Ontario,RSV,20,2024-05-18,"5,264",14,0.3
Ontario,RSV,21,2024-05-25,"4,752",5,0.1
Ontario,RSV,22,2024-06-01,"4,822",9,0.2
Ontario,RSV,23,2024-06-08,"4,587",10,0.2
Ontario,RSV,24,2024-06-15,"4,456",11,0.2
Ontario,RSV,25,2024-06-22,"4,352",5,0.1
Ontario,RSV,26,2024-06-29,"4,494",10,0.2
Ontario,RSV,27,2024-07-06,"4,135",9,0.2
Ontario,RSV,28,2024-07-13,"4,509",13,0.3
Ontario,RSV,29,2024-07-20,"4,394",12,0.3
Ontario,RSV,30,2024-07-27,"4,563",9,0.2
Ontario,RSV,31,2024-08-03,"4,333",8,0.2
Ontario,RSV,32,2024-08-10,"4,534",8,0.2
Ontario,RSV,33,2024-08-17,"4,848",10,0.2
Ontario,RSV,34,2024-08-24,"4,784",10,0.2
Ontario,HPIV,35,2023-09-02,"3,406",63,1.8
Ontario,HPIV,36,2023-09-09,"3,420",49,1.4
Ontario,HPIV,37,2023-09-16,"3,886",52,1.3
Ontario,HPIV,38,2023-09-23,"4,366",76,1.7
Ontario,HPIV,39,2023-09-30,"4,948",66,1.3
Ontario,HPIV,40,2023-10-07,"4,850",58,1.2
Ontario,HPIV,41,2023-10-14,"4,898",57,1.2
Ontario,HPIV,42,2023-10-21,"5,293",80,1.5
Ontario,HPIV,43,2023-10-28,"5,223",50,1
Ontario,HPIV,44,2023-11-04,"5,215",52,1
Ontario,HPIV,45,2023-11-11,"5,242",58,1.1
Ontario,HPIV,46,2023-11-18,"5,505",68,1.2
Ontario,HPIV,47,2023-11-25,"5,708",84,1.5
Ontario,HPIV,48,2023-12-02,"5,967",83,1.4
Ontario,HPIV,49,2023-12-09,"6,040",87,1.4
Ontario,HPIV,50,2023-12-16,"6,696",91,1.4
Ontario,HPIV,51,2023-12-23,"6,421",94,1.5
Ontario,HPIV,52,2023-12-30,"6,809",88,1.3
Ontario,HPIV,1,2024-01-06,"7,059",113,1.6
Ontario,HPIV,2,2024-01-13,"7,137",83,1.2
Ontario,HPIV,3,2024-01-20,"6,099",72,1.2
Ontario,HPIV,4,2024-01-27,"5,677",80,1.4
Ontario,HPIV,5,2024-02-03,"5,534",92,1.7
Ontario,HPIV,6,2024-02-10,"5,194",90,1.7
Ontario,HPIV,7,2024-02-17,"5,369",76,1.4
Ontario,HPIV,8,2024-02-24,"5,114",93,1.8
Ontario,HPIV,9,2024-03-02,"5,157",146,2.8
Ontario,HPIV,10,2024-03-09,"4,982",132,2.6
Ontario,HPIV,11,2024-03-16,"5,071",175,3.5
Ontario,HPIV,12,2024-03-23,"5,076",208,4.1
Ontario,HPIV,13,2024-03-30,"4,578",210,4.6
Ontario,HPIV,14,2024-04-06,"4,695",204,4.3
Ontario,HPIV,15,2024-04-13,"4,485",229,5.1
Ontario,HPIV,16,2024-04-20,"4,271",241,5.6
Ontario,HPIV,17,2024-04-27,"4,004",229,5.7
Ontario,HPIV,18,2024-05-04,"4,219",250,5.9
Ontario,HPIV,19,2024-05-11,"4,051",262,6.5
Ontario,HPIV,20,2024-05-18,"3,898",230,5.9
Ontario,HPIV,21,2024-05-25,"3,806",246,6.5
Ontario,HPIV,22,2024-06-01,"3,725",196,5.3
Ontario,HPIV,23,2024-06-08,"3,563",174,4.9
Ontario,HPIV,24,2024-06-15,"3,477",168,4.8
Ontario,HPIV,25,2024-06-22,"3,432",142,4.1
Ontario,HPIV,26,2024-06-29,"3,495",155,4.4
Ontario,HPIV,27,2024-07-06,"3,206",118,3.7
Ontario,HPIV,28,2024-07-13,"3,537",115,3.3
Ontario,HPIV,29,2024-07-20,"3,463",114,3.3
Ontario,HPIV,30,2024-07-27,"3,604",104,2.9
Ontario,HPIV,31,2024-08-03,"3,339",60,1.8
Ontario,HPIV,32,2024-08-10,"3,587",74,2.1
Ontario,HPIV,33,2024-08-17,"3,937",73,1.9
Ontario,HPIV,34,2024-08-24,"3,712",71,1.9
Ontario,ADV,35,2023-09-02,"3,406",31,0.9
Ontario,ADV,36,2023-09-09,"3,420",28,0.8
Ontario,ADV,37,2023-09-16,"3,887",35,0.9
Ontario,ADV,38,2023-09-23,"4,365",27,0.6
Ontario,ADV,39,2023-09-30,"4,923",34,0.7
Ontario,ADV,40,2023-10-07,"4,851",32,0.7
Ontario,ADV,41,2023-10-14,"4,915",37,0.8
Ontario,ADV,42,2023-10-21,"5,292",40,0.8
Ontario,ADV,43,2023-10-28,"5,223",36,0.7
Ontario,ADV,44,2023-11-04,"5,215",54,1
Ontario,ADV,45,2023-11-11,"5,242",48,0.9
Ontario,ADV,46,2023-11-18,"5,505",52,0.9
Ontario,ADV,47,2023-11-25,"5,712",61,1.1
Ontario,ADV,48,2023-12-02,"5,967",81,1.4
Ontario,ADV,49,2023-12-09,"6,041",71,1.2
Ontario,ADV,50,2023-12-16,"6,696",119,1.8
Ontario,ADV,51,2023-12-23,"5,726",51,0.9
Ontario,ADV,52,2023-12-30,"4,852",39,0.8
Ontario,ADV,1,2024-01-06,"5,219",39,0.7
Ontario,ADV,2,2024-01-13,"5,943",35,0.6
Ontario,ADV,3,2024-01-20,"6,091",39,0.6
Ontario,ADV,4,2024-01-27,"5,675",44,0.8
Ontario,ADV,5,2024-02-03,"5,534",41,0.7
Ontario,ADV,6,2024-02-10,"5,192",35,0.7
Ontario,ADV,7,2024-02-17,"5,369",32,0.6
Ontario,ADV,8,2024-02-24,"5,114",41,0.8
Ontario,ADV,9,2024-03-02,"5,157",52,1
Ontario,ADV,10,2024-03-09,"4,982",39,0.8
Ontario,ADV,11,2024-03-16,"5,072",40,0.8
Ontario,ADV,12,2024-03-23,"5,076",60,1.2
Ontario,ADV,13,2024-03-30,"4,578",40,0.9
Ontario,ADV,14,2024-04-06,"4,695",35,0.7
Ontario,ADV,15,2024-04-13,"4,485",50,1.1
Ontario,ADV,16,2024-04-20,"4,271",42,1
Ontario,ADV,17,2024-04-27,"4,004",30,0.7
Ontario,ADV,18,2024-05-04,"4,219",38,0.9
Ontario,ADV,19,2024-05-11,"4,051",30,0.7
Ontario,ADV,20,2024-05-18,"3,899",36,0.9
Ontario,ADV,21,2024-05-25,"3,806",38,1
Ontario,ADV,22,2024-06-01,"3,725",27,0.7
Ontario,ADV,23,2024-06-08,"3,563",26,0.7
Ontario,ADV,24,2024-06-15,"3,477",23,0.7
Ontario,ADV,25,2024-06-22,"3,434",29,0.8
Ontario,ADV,26,2024-06-29,"3,495",31,0.9
Ontario,ADV,27,2024-07-06,"3,206",20,0.6
Ontario,ADV,28,2024-07-13,"3,538",24,0.7
Ontario,ADV,29,2024-07-20,"3,463",18,0.5
Ontario,ADV,30,2024-07-27,"3,604",17,0.5
Ontario,ADV,31,2024-08-03,"3,339",16,0.5
Ontario,ADV,32,2024-08-10,"3,587",14,0.4
Ontario,ADV,33,2024-08-17,"3,938",18,0.5
Ontario,ADV,34,2024-08-24,"3,712",20,0.5
Ontario,HMPV,35,2023-09-02,"3,407",7,0.2
Ontario,HMPV,36,2023-09-09,"3,423",7,0.2
Ontario,HMPV,37,2023-09-16,"3,886",14,0.4
Ontario,HMPV,38,2023-09-23,"4,365",6,0.1
Ontario,HMPV,39,2023-09-30,"4,948",18,0.4
Ontario,HMPV,40,2023-10-07,"4,853",7,0.1
Ontario,HMPV,41,2023-10-14,"4,915",10,0.2
Ontario,HMPV,42,2023-10-21,"5,298",17,0.3
Ontario,HMPV,43,2023-10-28,"5,200",16,0.3
Ontario,HMPV,44,2023-11-04,"5,218",9,0.2
Ontario,HMPV,45,2023-11-11,"5,244",11,0.2
Ontario,HMPV,46,2023-11-18,"5,505",20,0.4
Ontario,HMPV,47,2023-11-25,"5,715",25,0.4
Ontario,HMPV,48,2023-12-02,"5,965",28,0.5
Ontario,HMPV,49,2023-12-09,"6,037",37,0.6
Ontario,HMPV,50,2023-12-16,"6,707",42,0.6
Ontario,HMPV,51,2023-12-23,"6,415",50,0.8
Ontario,HMPV,52,2023-12-30,"6,809",67,1
Ontario,HMPV,1,2024-01-06,"7,012",75,1.1
Ontario,HMPV,2,2024-01-13,"7,144",44,0.6
Ontario,HMPV,3,2024-01-20,"6,103",75,1.2
Ontario,HMPV,4,2024-01-27,"5,678",64,1.1
Ontario,HMPV,5,2024-02-03,"5,534",75,1.4
Ontario,HMPV,6,2024-02-10,"5,191",82,1.6
Ontario,HMPV,7,2024-02-17,"5,376",115,2.1
Ontario,HMPV,8,2024-02-24,"5,113",134,2.6
Ontario,HMPV,9,2024-03-02,"5,157",174,3.4
Ontario,HMPV,10,2024-03-09,"4,991",224,4.5
Ontario,HMPV,11,2024-03-16,"5,084",242,4.8
Ontario,HMPV,12,2024-03-23,"5,085",249,4.9
Ontario,HMPV,13,2024-03-30,"4,589",217,4.7
Ontario,HMPV,14,2024-04-06,"4,699",263,5.6
Ontario,HMPV,15,2024-04-13,"4,489",250,5.6
Ontario,HMPV,16,2024-04-20,"4,271",250,5.9
Ontario,HMPV,17,2024-04-27,"4,004",175,4.4
Ontario,HMPV,18,2024-05-04,"4,219",194,4.6
Ontario,HMPV,19,2024-05-11,"4,053",174,4.3
Ontario,HMPV,20,2024-05-18,"3,899",148,3.8
Ontario,HMPV,21,2024-05-25,"3,808",98,2.6
Ontario,HMPV,22,2024-06-01,"3,728",84,2.3
Ontario,HMPV,23,2024-06-08,"3,560",72,2
Ontario,HMPV,24,2024-06-15,"3,482",64,1.8
Ontario,HMPV,25,2024-06-22,"3,452",49,1.4
Ontario,HMPV,26,2024-06-29,"3,500",45,1.3
Ontario,HMPV,27,2024-07-06,"3,211",29,0.9
Ontario,HMPV,28,2024-07-13,"3,541",38,1.1
Ontario,HMPV,29,2024-07-20,"3,461",30,0.9
Ontario,HMPV,30,2024-07-27,"3,601",14,0.4
Ontario,HMPV,31,2024-08-03,"3,345",13,0.4
Ontario,HMPV,32,2024-08-10,"3,592",9,0.3
Ontario,HMPV,33,2024-08-17,"3,950",4,0.1
Ontario,HMPV,34,2024-08-24,"3,716",10,0.3
Ontario,EV/RV,35,2023-09-02,"3,409",356,10.4
Ontario,EV/RV,36,2023-09-09,"3,423",438,12.8
Ontario,EV/RV,37,2023-09-16,"3,887",625,16.1
Ontario,EV/RV,38,2023-09-23,"4,365",747,17.1
Ontario,EV/RV,39,2023-09-30,"4,948",779,15.7
Ontario,EV/RV,40,2023-10-07,"4,853",717,14.8
Ontario,EV/RV,41,2023-10-14,"4,915",677,13.8
Ontario,EV/RV,42,2023-10-21,"5,298",573,10.8
Ontario,EV/RV,43,2023-10-28,"5,227",520,9.9
Ontario,EV/RV,44,2023-11-04,"5,218",438,8.4
Ontario,EV/RV,45,2023-11-11,"5,244",455,8.7
Ontario,EV/RV,46,2023-11-18,"5,506",374,6.8
Ontario,EV/RV,47,2023-11-25,"5,716",335,5.9
Ontario,EV/RV,48,2023-12-02,"5,970",310,5.2
Ontario,EV/RV,49,2023-12-09,"6,046",272,4.5
Ontario,EV/RV,50,2023-12-16,"6,708",310,4.6
Ontario,EV/RV,51,2023-12-23,"6,434",240,3.7
Ontario,EV/RV,52,2023-12-30,"6,808",225,3.3
Ontario,EV/RV,1,2024-01-06,"7,012",264,3.8
Ontario,EV/RV,2,2024-01-13,"7,146",229,3.2
Ontario,EV/RV,3,2024-01-20,"6,103",193,3.2
Ontario,EV/RV,4,2024-01-27,"5,678",177,3.1
Ontario,EV/RV,5,2024-02-03,"5,534",181,3.3
Ontario,EV/RV,6,2024-02-10,"5,191",221,4.3
Ontario,EV/RV,7,2024-02-17,"5,376",234,4.4
Ontario,EV/RV,8,2024-02-24,"5,113",255,5
Ontario,EV/RV,9,2024-03-02,"5,157",240,4.7
Ontario,EV/RV,10,2024-03-09,"4,991",240,4.8
Ontario,EV/RV,11,2024-03-16,"5,084",274,5.4
Ontario,EV/RV,12,2024-03-23,"5,085",277,5.4
Ontario,EV/RV,13,2024-03-30,"4,589",236,5.1
Ontario,EV/RV,14,2024-04-06,"4,699",287,6.1
Ontario,EV/RV,15,2024-04-13,"4,462",312,7
Ontario,EV/RV,16,2024-04-20,"4,273",333,7.8
Ontario,EV/RV,17,2024-04-27,"4,006",396,9.9
Ontario,EV/RV,18,2024-05-04,"4,220",341,8.1
Ontario,EV/RV,19,2024-05-11,"4,053",323,8
Ontario,EV/RV,20,2024-05-18,"3,899",301,7.7
Ontario,EV/RV,21,2024-05-25,"3,808",311,8.2
Ontario,EV/RV,22,2024-06-01,"3,728",356,9.5
Ontario,EV/RV,23,2024-06-08,"3,562",346,9.7
Ontario,EV/RV,24,2024-06-15,"3,482",369,10.6
Ontario,EV/RV,25,2024-06-22,"3,456",389,11.3
Ontario,EV/RV,26,2024-06-29,"3,504",366,10.4
Ontario,EV/RV,27,2024-07-06,"3,211",325,10.1
Ontario,EV/RV,28,2024-07-13,"3,541",347,9.8
Ontario,EV/RV,29,2024-07-20,"3,465",286,8.3
Ontario,EV/RV,30,2024-07-27,"3,603",320,8.9
Ontario,EV/RV,31,2024-08-03,"3,345",229,6.8
Ontario,EV/RV,32,2024-08-10,"3,592",222,6.2
Ontario,EV/RV,33,2024-08-17,"3,950",243,6.2
Ontario,EV/RV,34,2024-08-24,"3,716",201,5.4
Ontario,HCoV,35,2023-09-02,"2,230",3,0.1
Ontario,HCoV,36,2023-09-09,"2,285",2,0.1
Ontario,HCoV,37,2023-09-16,"2,636",6,0.2
Ontario,HCoV,38,2023-09-23,"2,995",12,0.4
Ontario,HCoV,39,2023-09-30,"3,325",7,0.2
Ontario,HCoV,40,2023-10-07,"3,390",6,0.2
Ontario,HCoV,41,2023-10-14,"3,461",4,0.1
Ontario,HCoV,42,2023-10-21,"3,707",2,0.1
Ontario,HCoV,43,2023-10-28,"3,707",11,0.3
Ontario,HCoV,44,2023-11-04,"3,508",15,0.4
Ontario,HCoV,45,2023-11-11,"3,607",10,0.3
Ontario,HCoV,46,2023-11-18,"3,838",16,0.4
Ontario,HCoV,47,2023-11-25,"3,977",22,0.6
Ontario,HCoV,48,2023-12-02,"4,241",18,0.4
Ontario,HCoV,49,2023-12-09,"4,007",23,0.6
Ontario,HCoV,50,2023-12-16,"4,616",68,1.5
Ontario,HCoV,51,2023-12-23,"4,389",73,1.7
Ontario,HCoV,52,2023-12-30,"4,422",110,2.5
Ontario,HCoV,1,2024-01-06,"4,722",159,3.4
Ontario,HCoV,2,2024-01-13,"5,030",158,3.1
Ontario,HCoV,3,2024-01-20,"4,360",165,3.8
Ontario,HCoV,4,2024-01-27,"3,941",227,5.8
Ontario,HCoV,5,2024-02-03,"3,717",233,6.3
Ontario,HCoV,6,2024-02-10,"3,456",242,7
Ontario,HCoV,7,2024-02-17,"3,661",328,9
Ontario,HCoV,8,2024-02-24,"3,416",279,8.2
Ontario,HCoV,9,2024-03-02,"3,511",292,8.3
Ontario,HCoV,10,2024-03-09,"3,342",268,8
Ontario,HCoV,11,2024-03-16,"3,476",285,8.2
Ontario,HCoV,12,2024-03-23,"3,452",256,7.4
Ontario,HCoV,13,2024-03-30,"3,111",202,6.5
Ontario,HCoV,14,2024-04-06,"3,134",214,6.8
Ontario,HCoV,15,2024-04-13,"2,974",185,6.2
Ontario,HCoV,16,2024-04-20,"2,807",146,5.2
Ontario,HCoV,17,2024-04-27,"2,603",120,4.6
Ontario,HCoV,18,2024-05-04,"2,747",145,5.3
Ontario,HCoV,19,2024-05-11,"2,693",84,3.1
Ontario,HCoV,20,2024-05-18,"2,517",63,2.5
Ontario,HCoV,21,2024-05-25,"2,511",55,2.2
Ontario,HCoV,22,2024-06-01,"2,486",34,1.4
Ontario,HCoV,23,2024-06-08,"2,255",29,1.3
Ontario,HCoV,24,2024-06-15,"2,281",17,0.7
Ontario,HCoV,25,2024-06-22,"2,218",24,1.1
Ontario,HCoV,26,2024-06-29,"2,203",10,0.5
Ontario,HCoV,27,2024-07-06,"1,895",21,1.1
Ontario,HCoV,28,2024-07-13,"2,276",17,0.7
Ontario,HCoV,29,2024-07-20,"2,278",18,0.8
Ontario,HCoV,30,2024-07-27,"2,367",15,0.6
Ontario,HCoV,31,2024-08-03,"2,098",20,1
Ontario,HCoV,32,2024-08-10,"2,353",15,0.6
Ontario,HCoV,33,2024-08-17,"2,668",20,0.7
Ontario,HCoV,34,2024-08-24,"2,418",18,0.7
Prairies,SARS-CoV-2,35,2023-09-02,"5,192",550,10.6
Prairies,SARS-CoV-2,36,2023-09-09,"5,968",710,11.9
Prairies,SARS-CoV-2,37,2023-09-16,"6,947",841,12.1
Prairies,SARS-CoV-2,38,2023-09-23,"7,969","1,134",14.2
Prairies,SARS-CoV-2,39,2023-09-30,"8,658","1,355",15.7
Prairies,SARS-CoV-2,40,2023-10-07,"9,197","1,467",16
Prairies,SARS-CoV-2,41,2023-10-14,"9,623","1,612",16.8
Prairies,SARS-CoV-2,42,2023-10-21,"10,040","1,723",17.2
Prairies,SARS-CoV-2,43,2023-10-28,"9,450","1,611",17
Prairies,SARS-CoV-2,44,2023-11-04,"10,341","1,874",18.1
Prairies,SARS-CoV-2,45,2023-11-11,"10,448","1,774",17
Prairies,SARS-CoV-2,46,2023-11-18,"11,134","1,871",16.8
Prairies,SARS-CoV-2,47,2023-11-25,"11,422","1,778",15.6
Prairies,SARS-CoV-2,48,2023-12-02,"11,903","1,497",12.6
Prairies,SARS-CoV-2,49,2023-12-09,"12,452","1,545",12.4
Prairies,SARS-CoV-2,50,2023-12-16,"12,089","1,349",11.2
Prairies,SARS-CoV-2,51,2023-12-23,"11,472","1,137",9.9
Prairies,SARS-CoV-2,52,2023-12-30,"10,314","1,026",9.9
Prairies,SARS-CoV-2,1,2024-01-06,"10,577","1,123",10.6
Prairies,SARS-CoV-2,2,2024-01-13,"9,474",938,9.9
Prairies,SARS-CoV-2,3,2024-01-20,"8,591",852,9.9
Prairies,SARS-CoV-2,4,2024-01-27,"8,358",748,8.9
Prairies,SARS-CoV-2,5,2024-02-03,"8,265",790,9.6
Prairies,SARS-CoV-2,6,2024-02-10,"8,042",814,10.1
Prairies,SARS-CoV-2,7,2024-02-17,"8,021",739,9.2
Prairies,SARS-CoV-2,8,2024-02-24,"7,890",683,8.7
Prairies,SARS-CoV-2,9,2024-03-02,"7,832",660,8.4
Prairies,SARS-CoV-2,10,2024-03-09,"7,845",605,7.7
Prairies,SARS-CoV-2,11,2024-03-16,"7,795",574,7.4
Prairies,SARS-CoV-2,12,2024-03-23,"7,547",464,6.1
Prairies,SARS-CoV-2,13,2024-03-30,"7,517",374,5
Prairies,SARS-CoV-2,14,2024-04-06,"7,338",327,4.5
Prairies,SARS-CoV-2,15,2024-04-13,"7,260",387,5.3
Prairies,SARS-CoV-2,16,2024-04-20,"6,615",345,5.2
Prairies,SARS-CoV-2,17,2024-04-27,"6,834",360,5.3
Prairies,SARS-CoV-2,18,2024-05-04,"6,812",441,6.5
Prairies,SARS-CoV-2,19,2024-05-11,"6,658",459,6.9
Prairies,SARS-CoV-2,20,2024-05-18,"6,306",498,7.9
Prairies,SARS-CoV-2,21,2024-05-25,"5,985",498,8.3
Prairies,SARS-CoV-2,22,2024-06-01,"5,859",556,9.5
Prairies,SARS-CoV-2,23,2024-06-08,"5,996",634,10.6
Prairies,SARS-CoV-2,24,2024-06-15,"5,797",626,10.8
Prairies,SARS-CoV-2,25,2024-06-22,"5,607",591,10.5
Prairies,SARS-CoV-2,26,2024-06-29,"5,344",646,12.1
Prairies,SARS-CoV-2,27,2024-07-06,"5,630",624,11.1
Prairies,SARS-CoV-2,28,2024-07-13,"5,719",555,9.7
Prairies,SARS-CoV-2,29,2024-07-20,"5,293",630,11.9
Prairies,SARS-CoV-2,30,2024-07-27,"5,168",581,11.2
Prairies,SARS-CoV-2,31,2024-08-03,"5,268",616,11.7
Prairies,SARS-CoV-2,32,2024-08-10,"5,209",610,11.7
Prairies,SARS-CoV-2,33,2024-08-17,"5,261",594,11.3
Prairies,SARS-CoV-2,34,2024-08-24,"2,249",309,13.7
Prairies,Influenza,35,2023-09-02,"3,654",21,0.6
Prairies,Influenza,36,2023-09-09,"4,069",17,0.4
Prairies,Influenza,37,2023-09-16,"4,705",21,0.4
Prairies,Influenza,38,2023-09-23,"5,325",34,0.6
Prairies,Influenza,39,2023-09-30,"5,371",32,0.6
Prairies,Influenza,40,2023-10-07,"5,803",52,0.9
Prairies,Influenza,41,2023-10-14,"6,067",47,0.8
Prairies,Influenza,42,2023-10-21,"6,370",80,1.3
Prairies,Influenza,43,2023-10-28,"5,872",147,2.5
Prairies,Influenza,44,2023-11-04,"6,996",488,7
Prairies,Influenza,45,2023-11-11,"7,656","1,005",13.1
Prairies,Influenza,46,2023-11-18,"8,734","1,607",18.4
Prairies,Influenza,47,2023-11-25,"9,079","1,945",21.4
Prairies,Influenza,48,2023-12-02,"10,485","2,612",24.9
Prairies,Influenza,49,2023-12-09,"11,298","3,106",27.5
Prairies,Influenza,50,2023-12-16,"11,116","2,809",25.3
Prairies,Influenza,51,2023-12-23,"10,657","2,406",22.6
Prairies,Influenza,52,2023-12-30,"9,720","1,834",18.9
Prairies,Influenza,1,2024-01-06,"9,520","1,213",12.7
Prairies,Influenza,2,2024-01-13,"8,491",617,7.3
Prairies,Influenza,3,2024-01-20,"7,343",452,6.2
Prairies,Influenza,4,2024-01-27,"7,262",379,5.2
Prairies,Influenza,5,2024-02-03,"7,380",377,5.1
Prairies,Influenza,6,2024-02-10,"7,230",366,5.1
Prairies,Influenza,7,2024-02-17,"7,229",376,5.2
Prairies,Influenza,8,2024-02-24,"7,030",472,6.7
Prairies,Influenza,9,2024-03-02,"6,807",504,7.4
Prairies,Influenza,10,2024-03-09,"6,835",541,7.9
Prairies,Influenza,11,2024-03-16,"6,298",605,9.6
Prairies,Influenza,12,2024-03-23,"6,920",748,10.8
Prairies,Influenza,13,2024-03-30,"7,086",835,11.8
Prairies,Influenza,14,2024-04-06,"7,171",768,10.7
Prairies,Influenza,15,2024-04-13,"7,116",612,8.6
Prairies,Influenza,16,2024-04-20,"6,266",423,6.8
Prairies,Influenza,17,2024-04-27,"6,697",462,6.9
Prairies,Influenza,18,2024-05-04,"6,647",408,6.1
Prairies,Influenza,19,2024-05-11,"6,105",284,4.7
Prairies,Influenza,20,2024-05-18,"5,194",176,3.4
Prairies,Influenza,21,2024-05-25,"4,895",116,2.4
Prairies,Influenza,22,2024-06-01,"4,511",92,2
Prairies,Influenza,23,2024-06-08,"2,957",54,1.8
Prairies,Influenza,24,2024-06-15,"2,416",35,1.4
Prairies,Influenza,25,2024-06-22,"2,399",18,0.8
Prairies,Influenza,26,2024-06-29,"2,149",21,1
Prairies,Influenza,27,2024-07-06,"1,994",27,1.4
Prairies,Influenza,28,2024-07-13,"2,069",12,0.6
Prairies,Influenza,29,2024-07-20,"1,958",18,0.9
Prairies,Influenza,30,2024-07-27,"1,825",14,0.8
Prairies,Influenza,31,2024-08-03,"1,830",8,0.4
Prairies,Influenza,32,2024-08-10,"1,885",4,0.2
Prairies,Influenza,33,2024-08-17,"1,984",5,0.3
Prairies,Influenza,34,2024-08-24,"2,023",10,0.5
Prairies,Influenza A,35,2023-09-02,"3,654",21,0.6
Prairies,Influenza A,36,2023-09-09,"4,069",15,0.4
Prairies,Influenza A,37,2023-09-16,"4,705",19,0.4
Prairies,Influenza A,38,2023-09-23,"5,325",33,0.6
Prairies,Influenza A,39,2023-09-30,"5,371",26,0.5
Prairies,Influenza A,40,2023-10-07,"5,803",43,0.7
Prairies,Influenza A,41,2023-10-14,"6,067",44,0.7
Prairies,Influenza A,42,2023-10-21,"6,370",72,1.1
Prairies,Influenza A,43,2023-10-28,"5,872",137,2.3
Prairies,Influenza A,44,2023-11-04,"6,996",476,6.8
Prairies,Influenza A,45,2023-11-11,"7,656",985,12.9
