Region,Virus,WeekNumber,Week-end-date,tests,detections,positivity
Prairies,Influenza A,46,2023-11-18,"8,734","1,584",18.1
Prairies,Influenza A,47,2023-11-25,"9,079","1,920",21.1
Prairies,Influenza A,48,2023-12-02,"10,485","2,563",24.4
Prairies,Influenza A,49,2023-12-09,"11,298","3,042",26.9
Prairies,Influenza A,50,2023-12-16,"11,116","2,730",24.6
Prairies,Influenza A,51,2023-12-23,"10,657","2,309",21.7
Prairies,Influenza A,52,2023-12-30,"9,720","1,712",17.6
Prairies,Influenza A,1,2024-01-06,"9,520","1,075",11.3
Prairies,Influenza A,2,2024-01-13,"8,491",504,5.9
Prairies,Influenza A,3,2024-01-20,"7,343",300,4.1
Prairies,Influenza A,4,2024-01-27,"7,262",168,2.3
Prairies,Influenza A,5,2024-02-03,"7,380",141,1.9
Prairies,Influenza A,6,2024-02-10,"7,230",128,1.8
Prairies,Influenza A,7,2024-02-17,"7,229",114,1.6
Prairies,Influenza A,8,2024-02-24,"7,030",75,1.1
Prairies,Influenza A,9,2024-03-02,"6,807",108,1.6
Prairies,Influenza A,10,2024-03-09,"6,835",88,1.3
Prairies,Influenza A,11,2024-03-16,"6,298",92,1.5
Prairies,Influenza A,12,2024-03-23,"6,920",100,1.4
Prairies,Influenza A,13,2024-03-30,"7,086",92,1.3
Prairies,Influenza A,14,2024-04-06,"7,171",106,1.5
Prairies,Influenza A,15,2024-04-13,"7,116",81,1.1
Prairies,Influenza A,16,2024-04-20,"6,266",40,0.6
Prairies,Influenza A,17,2024-04-27,"6,697",39,0.6
Prairies,Influenza A,18,2024-05-04,"6,647",56,0.8
Prairies,Influenza A,19,2024-05-11,"6,105",39,0.6
Prairies,Influenza A,20,2024-05-18,"5,194",35,0.7
Prairies,Influenza A,21,2024-05-25,"4,895",19,0.4
Prairies,Influenza A,22,2024-06-01,"4,511",35,0.8
Prairies,Influenza A,23,2024-06-08,"2,957",19,0.6
Prairies,Influenza A,24,2024-06-15,"2,416",16,0.7
Prairies,Influenza A,25,2024-06-22,"2,399",10,0.4
Prairies,Influenza A,26,2024-06-29,"2,149",17,0.8
Prairies,Influenza A,27,2024-07-06,"1,994",21,1.1
Prairies,Influenza A,28,2024-07-13,"2,069",10,0.5
Prairies,Influenza A,29,2024-07-20,"1,958",15,0.8
Prairies,Influenza A,30,2024-07-27,"1,825",11,0.6
Prairies,Influenza A,31,2024-08-03,"1,830",8,0.4
Prairies,Influenza A,32,2024-08-10,"1,885",2,0.1
Prairies,Influenza A,33,2024-08-17,"1,984",4,0.2
Prairies,Influenza A,34,2024-08-24,"2,023",6,0.3
Prairies,Influenza B,35,2023-09-02,"3,654",0,0
Prairies,Influenza B,36,2023-09-09,"4,069",2,0
Prairies,Influenza B,37,2023-09-16,"4,705",2,0
Prairies,Influenza B,38,2023-09-23,"5,325",1,0
Prairies,Influenza B,39,2023-09-30,"5,371",6,0.1
Prairies,Influenza B,40,2023-10-07,"5,803",9,0.2
Prairies,Influenza B,41,2023-10-14,"6,067",3,0
Prairies,Influenza B,42,2023-10-21,"6,370",8,0.1
Prairies,Influenza B,43,2023-10-28,"5,872",10,0.2
Prairies,Influenza B,44,2023-11-04,"6,996",12,0.2
Prairies,Influenza B,45,2023-11-11,"7,656",20,0.3
Prairies,Influenza B,46,2023-11-18,"8,734",23,0.3
Prairies,Influenza B,47,2023-11-25,"9,079",25,0.3
Prairies,Influenza B,48,2023-12-02,"10,485",49,0.5
Prairies,Influenza B,49,2023-12-09,"11,298",64,0.6
Prairies,Influenza B,50,2023-12-16,"11,116",79,0.7
Prairies,Influenza B,51,2023-12-23,"10,657",97,0.9
Prairies,Influenza B,52,2023-12-30,"9,720",122,1.3
Prairies,Influenza B,1,2024-01-06,"9,520",138,1.4
Prairies,Influenza B,2,2024-01-13,"8,491",113,1.3
Prairies,Influenza B,3,2024-01-20,"7,343",152,2.1
Prairies,Influenza B,4,2024-01-27,"7,262",211,2.9
Prairies,Influenza B,5,2024-02-03,"7,380",236,3.2
Prairies,Influenza B,6,2024-02-10,"7,230",238,3.3
Prairies,Influenza B,7,2024-02-17,"7,229",262,3.6
Prairies,Influenza B,8,2024-02-24,"7,030",397,5.6
Prairies,Influenza B,9,2024-03-02,"6,807",396,5.8
Prairies,Influenza B,10,2024-03-09,"6,835",453,6.6
Prairies,Influenza B,11,2024-03-16,"6,298",513,8.1
Prairies,Influenza B,12,2024-03-23,"6,920",648,9.4
Prairies,Influenza B,13,2024-03-30,"7,086",743,10.5
Prairies,Influenza B,14,2024-04-06,"7,171",662,9.2
Prairies,Influenza B,15,2024-04-13,"7,116",531,7.5
Prairies,Influenza B,16,2024-04-20,"6,266",383,6.1
Prairies,Influenza B,17,2024-04-27,"6,697",423,6.3
Prairies,Influenza B,18,2024-05-04,"6,647",352,5.3
Prairies,Influenza B,19,2024-05-11,"6,105",245,4
Prairies,Influenza B,20,2024-05-18,"5,194",141,2.7
Prairies,Influenza B,21,2024-05-25,"4,895",97,2
Prairies,Influenza B,22,2024-06-01,"4,511",57,1.3
Prairies,Influenza B,23,2024-06-08,"2,957",35,1.2
Prairies,Influenza B,24,2024-06-15,"2,416",19,0.8
Prairies,Influenza B,25,2024-06-22,"2,399",8,0.3
Prairies,Influenza B,26,2024-06-29,"2,149",4,0.2
Prairies,Influenza B,27,2024-07-06,"1,994",6,0.3
Prairies,Influenza B,28,2024-07-13,"2,069",2,0.1
Prairies,Influenza B,29,2024-07-20,"1,958",3,0.2
Prairies,Influenza B,30,2024-07-27,"1,825",3,0.2
Prairies,Influenza B,31,2024-08-03,"1,830",0,0
Prairies,Influenza B,32,2024-08-10,"1,885",2,0.1
Prairies,Influenza B,33,2024-08-17,"1,984",1,0.1
Prairies,Influenza B,34,2024-08-24,"2,023",4,0.2
Prairies,RSV,35,2023-09-02,"3,535",7,0.2
Prairies,RSV,36,2023-09-09,"3,915",7,0.2
Prairies,RSV,37,2023-09-16,"4,494",17,0.4
Prairies,RSV,38,2023-09-23,"5,075",19,0.4
Prairies,RSV,39,2023-09-30,"5,128",22,0.4
Prairies,RSV,40,2023-10-07,"5,496",20,0.4
Prairies,RSV,41,2023-10-14,"5,701",36,0.6
Prairies,RSV,42,2023-10-21,"6,017",35,0.6
Prairies,RSV,43,2023-10-28,"5,574",68,1.2
Prairies,RSV,44,2023-11-04,"6,544",117,1.8
Prairies,RSV,45,2023-11-11,"7,201",154,2.1
Prairies,RSV,46,2023-11-18,"8,237",236,2.9
Prairies,RSV,47,2023-11-25,"8,508",276,3.2
Prairies,RSV,48,2023-12-02,"9,797",350,3.6
Prairies,RSV,49,2023-12-09,"10,436",473,4.5
Prairies,RSV,50,2023-12-16,"10,173",526,5.2
Prairies,RSV,51,2023-12-23,"9,820",635,6.5
Prairies,RSV,52,2023-12-30,"9,130",774,8.5
Prairies,RSV,1,2024-01-06,"8,828",667,7.6
Prairies,RSV,2,2024-01-13,"7,930",607,7.7
Prairies,RSV,3,2024-01-20,"6,892",566,8.2
Prairies,RSV,4,2024-01-27,"6,810",465,6.8
Prairies,RSV,5,2024-02-03,"6,932",567,8.2
Prairies,RSV,6,2024-02-10,"6,794",458,6.7
Prairies,RSV,7,2024-02-17,"6,769",409,6
Prairies,RSV,8,2024-02-24,"6,600",451,6.8
Prairies,RSV,9,2024-03-02,"6,369",277,4.3
Prairies,RSV,10,2024-03-09,"6,407",230,3.6
Prairies,RSV,11,2024-03-16,"5,896",202,3.4
Prairies,RSV,12,2024-03-23,"6,398",188,2.9
Prairies,RSV,13,2024-03-30,"6,648",146,2.2
Prairies,RSV,14,2024-04-06,"6,709",137,2
Prairies,RSV,15,2024-04-13,"6,678",133,2
Prairies,RSV,16,2024-04-20,"5,881",92,1.6
Prairies,RSV,17,2024-04-27,"6,281",79,1.3
Prairies,RSV,18,2024-05-04,"6,234",50,0.8
Prairies,RSV,19,2024-05-11,"5,710",43,0.8
Prairies,RSV,20,2024-05-18,"4,873",32,0.7
Prairies,RSV,21,2024-05-25,"4,622",25,0.5
Prairies,RSV,22,2024-06-01,"4,244",15,0.4
Prairies,RSV,23,2024-06-08,"2,672",9,0.3
Prairies,RSV,24,2024-06-15,"2,177",16,0.7
Prairies,RSV,25,2024-06-22,"2,173",6,0.3
Prairies,RSV,26,2024-06-29,"1,924",7,0.4
Prairies,RSV,27,2024-07-06,"1,801",6,0.3
Prairies,RSV,28,2024-07-13,"1,897",3,0.2
Prairies,RSV,29,2024-07-20,"1,772",7,0.4
Prairies,RSV,30,2024-07-27,"1,660",2,0.1
Prairies,RSV,31,2024-08-03,"1,683",2,0.1
Prairies,RSV,32,2024-08-10,"1,730",6,0.3
Prairies,RSV,33,2024-08-17,"1,824",1,0.1
Prairies,RSV,34,2024-08-24,"1,841",3,0.2
Prairies,HPIV,35,2023-09-02,984,10,1
Prairies,HPIV,36,2023-09-09,"1,133",11,1
Prairies,HPIV,37,2023-09-16,"1,326",14,1.1
Prairies,HPIV,38,2023-09-23,"1,445",13,0.9
Prairies,HPIV,39,2023-09-30,"1,415",15,1.1
Prairies,HPIV,40,2023-10-07,"1,541",6,0.4
Prairies,HPIV,41,2023-10-14,"1,638",17,1
Prairies,HPIV,42,2023-10-21,"1,707",25,1.5
Prairies,HPIV,43,2023-10-28,"1,656",14,0.8
Prairies,HPIV,44,2023-11-04,"1,938",24,1.2
Prairies,HPIV,45,2023-11-11,"2,076",28,1.3
Prairies,HPIV,46,2023-11-18,"2,191",19,0.9
Prairies,HPIV,47,2023-11-25,"2,195",26,1.2
Prairies,HPIV,48,2023-12-02,"2,463",27,1.1
Prairies,HPIV,49,2023-12-09,"2,537",29,1.1
Prairies,HPIV,50,2023-12-16,"2,459",36,1.5
Prairies,HPIV,51,2023-12-23,"2,408",19,0.8
Prairies,HPIV,52,2023-12-30,"2,168",21,1
Prairies,HPIV,1,2024-01-06,"2,288",27,1.2
Prairies,HPIV,2,2024-01-13,"2,111",23,1.1
Prairies,HPIV,3,2024-01-20,"1,774",20,1.1
Prairies,HPIV,4,2024-01-27,"1,707",24,1.4
Prairies,HPIV,5,2024-02-03,"1,933",36,1.9
Prairies,HPIV,6,2024-02-10,"1,937",30,1.5
Prairies,HPIV,7,2024-02-17,"1,898",44,2.3
Prairies,HPIV,8,2024-02-24,"1,905",42,2.2
Prairies,HPIV,9,2024-03-02,"1,793",52,2.9
Prairies,HPIV,10,2024-03-09,"1,749",64,3.7
Prairies,HPIV,11,2024-03-16,"1,624",81,5
Prairies,HPIV,12,2024-03-23,"1,811",89,4.9
Prairies,HPIV,13,2024-03-30,"1,768",83,4.7
Prairies,HPIV,14,2024-04-06,"1,854",102,5.5
Prairies,HPIV,15,2024-04-13,"1,926",163,8.5
Prairies,HPIV,16,2024-04-20,"1,699",98,5.8
Prairies,HPIV,17,2024-04-27,"1,817",143,7.9
Prairies,HPIV,18,2024-05-04,"1,902",138,7.3
Prairies,HPIV,19,2024-05-11,"1,567",118,7.5
Prairies,HPIV,20,2024-05-18,"1,419",117,8.2
Prairies,HPIV,21,2024-05-25,"1,376",105,7.6
Prairies,HPIV,22,2024-06-01,"1,396",113,8.1
Prairies,HPIV,23,2024-06-08,"1,477",88,6
Prairies,HPIV,24,2024-06-15,"1,611",91,5.6
Prairies,HPIV,25,2024-06-22,"1,474",78,5.3
Prairies,HPIV,26,2024-06-29,"1,408",64,4.5
Prairies,HPIV,27,2024-07-06,"1,251",49,3.9
Prairies,HPIV,28,2024-07-13,"1,304",31,2.4
Prairies,HPIV,29,2024-07-20,"1,199",33,2.8
Prairies,HPIV,30,2024-07-27,"1,144",20,1.7
Prairies,HPIV,31,2024-08-03,"1,149",19,1.7
Prairies,HPIV,32,2024-08-10,"1,125",14,1.2
Prairies,HPIV,33,2024-08-17,"1,232",15,1.2
Prairies,HPIV,34,2024-08-24,"1,185",20,1.7
Prairies,ADV,35,2023-09-02,984,24,2.4
Prairies,ADV,36,2023-09-09,"1,133",23,2
Prairies,ADV,37,2023-09-16,"1,326",26,2
Prairies,ADV,38,2023-09-23,"1,445",23,1.6
Prairies,ADV,39,2023-09-30,"1,415",23,1.6
Prairies,ADV,40,2023-10-07,"1,541",26,1.7
Prairies,ADV,41,2023-10-14,"1,638",24,1.5
Prairies,ADV,42,2023-10-21,"1,705",25,1.5
Prairies,ADV,43,2023-10-28,"1,656",27,1.6
Prairies,ADV,44,2023-11-04,"1,938",41,2.1
Prairies,ADV,45,2023-11-11,"2,076",34,1.6
Prairies,ADV,46,2023-11-18,"2,191",42,1.9
Prairies,ADV,47,2023-11-25,"2,194",33,1.5
Prairies,ADV,48,2023-12-02,"2,462",50,2
Prairies,ADV,49,2023-12-09,"2,537",32,1.3
Prairies,ADV,50,2023-12-16,"2,459",41,1.7
Prairies,ADV,51,2023-12-23,"2,408",35,1.5
Prairies,ADV,52,2023-12-30,"2,167",31,1.4
Prairies,ADV,1,2024-01-06,"2,288",26,1.1
Prairies,ADV,2,2024-01-13,"2,111",28,1.3
Prairies,ADV,3,2024-01-20,"1,774",24,1.4
Prairies,ADV,4,2024-01-27,"1,706",28,1.6
Prairies,ADV,5,2024-02-03,"1,933",30,1.6
Prairies,ADV,6,2024-02-10,"1,935",28,1.4
Prairies,ADV,7,2024-02-17,"1,898",22,1.2
Prairies,ADV,8,2024-02-24,"1,905",17,0.9
Prairies,ADV,9,2024-03-02,"1,793",19,1.1
Prairies,ADV,10,2024-03-09,"1,748",27,1.5
Prairies,ADV,11,2024-03-16,"1,623",24,1.5
Prairies,ADV,12,2024-03-23,"1,810",18,1
Prairies,ADV,13,2024-03-30,"1,768",17,1
Prairies,ADV,14,2024-04-06,"1,853",19,1
Prairies,ADV,15,2024-04-13,"1,926",13,0.7
Prairies,ADV,16,2024-04-20,"1,699",19,1.1
Prairies,ADV,17,2024-04-27,"1,817",18,1
Prairies,ADV,18,2024-05-04,"1,902",17,0.9
Prairies,ADV,19,2024-05-11,"1,567",13,0.8
Prairies,ADV,20,2024-05-18,"1,419",18,1.3
Prairies,ADV,21,2024-05-25,"1,376",14,1
Prairies,ADV,22,2024-06-01,"1,395",7,0.5
Prairies,ADV,23,2024-06-08,"1,477",21,1.4
Prairies,ADV,24,2024-06-15,"1,611",9,0.6
Prairies,ADV,25,2024-06-22,"1,474",18,1.2
Prairies,ADV,26,2024-06-29,"1,408",17,1.2
Prairies,ADV,27,2024-07-06,"1,251",19,1.5
Prairies,ADV,28,2024-07-13,"1,303",12,0.9
Prairies,ADV,29,2024-07-20,"1,199",10,0.8
Prairies,ADV,30,2024-07-27,"1,144",18,1.6
Prairies,ADV,31,2024-08-03,"1,149",15,1.3
Prairies,ADV,32,2024-08-10,"1,125",8,0.7
Prairies,ADV,33,2024-08-17,"1,232",17,1.4
Prairies,ADV,34,2024-08-24,"1,185",12,1
Prairies,HMPV,35,2023-09-02,"1,008",1,0.1
Prairies,HMPV,36,2023-09-09,"1,164",3,0.3
Prairies,HMPV,37,2023-09-16,"1,362",1,0.1
Prairies,HMPV,38,2023-09-23,"1,500",2,0.1
Prairies,HMPV,39,2023-09-30,"1,467",5,0.3
Prairies,HMPV,40,2023-10-07,"1,583",5,0.3
Prairies,HMPV,41,2023-10-14,"1,658",2,0.1
Prairies,HMPV,42,2023-10-21,"1,742",3,0.2
Prairies,HMPV,43,2023-10-28,"1,674",3,0.2
Prairies,HMPV,44,2023-11-04,"1,955",12,0.6
Prairies,HMPV,45,2023-11-11,"2,074",13,0.6
Prairies,HMPV,46,2023-11-18,"2,180",8,0.4
Prairies,HMPV,47,2023-11-25,"2,210",13,0.6
Prairies,HMPV,48,2023-12-02,"2,458",12,0.5
Prairies,HMPV,49,2023-12-09,"2,513",49,1.9
Prairies,HMPV,50,2023-12-16,"2,424",39,1.6
Prairies,HMPV,51,2023-12-23,"2,361",59,2.5
Prairies,HMPV,52,2023-12-30,"2,112",48,2.3
Prairies,HMPV,1,2024-01-06,"2,253",90,4
Prairies,HMPV,2,2024-01-13,"2,053",79,3.8
Prairies,HMPV,3,2024-01-20,"1,741",73,4.2
Prairies,HMPV,4,2024-01-27,"1,681",73,4.3
Prairies,HMPV,5,2024-02-03,"1,880",54,2.9
Prairies,HMPV,6,2024-02-10,"1,908",50,2.6
Prairies,HMPV,7,2024-02-17,"1,880",36,1.9
Prairies,HMPV,8,2024-02-24,"1,818",42,2.3
Prairies,HMPV,9,2024-03-02,"1,727",43,2.5
Prairies,HMPV,10,2024-03-09,"1,696",31,1.8
Prairies,HMPV,11,2024-03-16,"1,570",32,2
Prairies,HMPV,12,2024-03-23,"1,718",30,1.7
Prairies,HMPV,13,2024-03-30,"1,673",27,1.6
Prairies,HMPV,14,2024-04-06,"1,776",24,1.4
Prairies,HMPV,15,2024-04-13,"1,814",17,0.9
Prairies,HMPV,16,2024-04-20,"1,582",18,1.1
Prairies,HMPV,17,2024-04-27,"1,702",24,1.4
Prairies,HMPV,18,2024-05-04,"1,745",12,0.7
Prairies,HMPV,19,2024-05-11,"1,485",14,0.9
Prairies,HMPV,20,2024-05-18,"1,348",10,0.7
Prairies,HMPV,21,2024-05-25,"1,315",3,0.2
Prairies,HMPV,22,2024-06-01,"1,311",10,0.8
Prairies,HMPV,23,2024-06-08,"1,413",5,0.4
Prairies,HMPV,24,2024-06-15,"1,471",5,0.3
Prairies,HMPV,25,2024-06-22,"1,380",2,0.1
Prairies,HMPV,26,2024-06-29,"1,292",12,0.9
Prairies,HMPV,27,2024-07-06,"1,140",1,0.1
Prairies,HMPV,28,2024-07-13,"1,160",4,0.3
Prairies,HMPV,29,2024-07-20,"1,148",1,0.1
Prairies,HMPV,30,2024-07-27,"1,066",9,0.8
Prairies,HMPV,31,2024-08-03,"1,075",1,0.1
Prairies,HMPV,32,2024-08-10,"1,071",3,0.3
Prairies,HMPV,33,2024-08-17,"1,221",3,0.2
Prairies,HMPV,34,2024-08-24,"1,159",2,0.2
Prairies,EV/RV,35,2023-09-02,966,141,14.6
Prairies,EV/RV,36,2023-09-09,"1,119",188,16.8
Prairies,EV/RV,37,2023-09-16,"1,314",294,22.4
Prairies,EV/RV,38,2023-09-23,"1,428",359,25.1
Prairies,EV/RV,39,2023-09-30,"1,398",310,22.2
Prairies,EV/RV,40,2023-10-07,"1,515",318,21
Prairies,EV/RV,41,2023-10-14,"1,612",258,16
Prairies,EV/RV,42,2023-10-21,"1,681",227,13.5
Prairies,EV/RV,43,2023-10-28,"1,624",253,15.6
Prairies,EV/RV,44,2023-11-04,"1,916",234,12.2
Prairies,EV/RV,45,2023-11-11,"2,051",215,10.5
Prairies,EV/RV,46,2023-11-18,"2,161",182,8.4
Prairies,EV/RV,47,2023-11-25,"2,186",165,7.5
Prairies,EV/RV,48,2023-12-02,"2,427",157,6.5
Prairies,EV/RV,49,2023-12-09,"2,516",156,6.2
Prairies,EV/RV,50,2023-12-16,"2,437",121,5
Prairies,EV/RV,51,2023-12-23,"2,380",140,5.9
Prairies,EV/RV,52,2023-12-30,"2,155",104,4.8
Prairies,EV/RV,1,2024-01-06,"2,268",125,5.5
Prairies,EV/RV,2,2024-01-13,"2,090",106,5.1
Prairies,EV/RV,3,2024-01-20,"1,751",112,6.4
Prairies,EV/RV,4,2024-01-27,"1,695",102,6
Prairies,EV/RV,5,2024-02-03,"1,918",147,7.7
Prairies,EV/RV,6,2024-02-10,"1,909",144,7.5
Prairies,EV/RV,7,2024-02-17,"1,882",156,8.3
Prairies,EV/RV,8,2024-02-24,"1,896",137,7.2
Prairies,EV/RV,9,2024-03-02,"1,773",135,7.6
Prairies,EV/RV,10,2024-03-09,"1,734",131,7.6
Prairies,EV/RV,11,2024-03-16,"1,593",117,7.3
Prairies,EV/RV,12,2024-03-23,"1,796",131,7.3
Prairies,EV/RV,13,2024-03-30,"1,747",173,9.9
Prairies,EV/RV,14,2024-04-06,"1,828",164,9
Prairies,EV/RV,15,2024-04-13,"1,903",189,9.9
Prairies,EV/RV,16,2024-04-20,"1,676",158,9.4
Prairies,EV/RV,17,2024-04-27,"1,800",200,11.1
Prairies,EV/RV,18,2024-05-04,"1,884",209,11.1
Prairies,EV/RV,19,2024-05-11,"1,558",166,10.7
Prairies,EV/RV,20,2024-05-18,"1,399",178,12.7
Prairies,EV/RV,21,2024-05-25,"1,361",183,13.4
Prairies,EV/RV,22,2024-06-01,"1,378",187,13.6
Prairies,EV/RV,23,2024-06-08,"1,461",209,14.3
Prairies,EV/RV,24,2024-06-15,"1,605",186,11.6
Prairies,EV/RV,25,2024-06-22,"1,454",208,14.3
Prairies,EV/RV,26,2024-06-29,"1,396",209,15
Prairies,EV/RV,27,2024-07-06,"1,239",201,16.2
Prairies,EV/RV,28,2024-07-13,"1,289",178,13.8
Prairies,EV/RV,29,2024-07-20,"1,192",122,10.2
Prairies,EV/RV,30,2024-07-27,"1,139",132,11.6
Prairies,EV/RV,31,2024-08-03,"1,140",107,9.4
Prairies,EV/RV,32,2024-08-10,"1,113",122,11
Prairies,EV/RV,33,2024-08-17,"1,215",125,10.3
Prairies,EV/RV,34,2024-08-24,"1,180",150,12.7
Prairies,HCoV,35,2023-09-02,"1,007",6,0.6
Prairies,HCoV,36,2023-09-09,"1,171",9,0.8
Prairies,HCoV,37,2023-09-16,"1,362",0,0
Prairies,HCoV,38,2023-09-23,"1,503",6,0.4
Prairies,HCoV,39,2023-09-30,"1,468",7,0.5
Prairies,HCoV,40,2023-10-07,"1,587",4,0.3
Prairies,HCoV,41,2023-10-14,"1,672",10,0.6
Prairies,HCoV,42,2023-10-21,"1,747",4,0.2
Prairies,HCoV,43,2023-10-28,"1,694",9,0.5
Prairies,HCoV,44,2023-11-04,"1,967",4,0.2
Prairies,HCoV,45,2023-11-11,"2,115",8,0.4
Prairies,HCoV,46,2023-11-18,"2,233",22,1
Prairies,HCoV,47,2023-11-25,"2,232",12,0.5
Prairies,HCoV,48,2023-12-02,"2,486",18,0.7
Prairies,HCoV,49,2023-12-09,"2,547",34,1.3
Prairies,HCoV,50,2023-12-16,"2,470",39,1.6
Prairies,HCoV,51,2023-12-23,"2,407",38,1.6
Prairies,HCoV,52,2023-12-30,"2,167",45,2.1
Prairies,HCoV,1,2024-01-06,"2,311",65,2.8
Prairies,HCoV,2,2024-01-13,"2,129",82,3.9
Prairies,HCoV,3,2024-01-20,"1,797",68,3.8
Prairies,HCoV,4,2024-01-27,"1,735",74,4.3
Prairies,HCoV,5,2024-02-03,"1,944",65,3.3
Prairies,HCoV,6,2024-02-10,"1,957",98,5
Prairies,HCoV,7,2024-02-17,"1,925",123,6.4
Prairies,HCoV,8,2024-02-24,"1,909",134,7
Prairies,HCoV,9,2024-03-02,"1,808",100,5.5
Prairies,HCoV,10,2024-03-09,"1,769",97,5.5
Prairies,HCoV,11,2024-03-16,"1,654",113,6.8
Prairies,HCoV,12,2024-03-23,"1,804",119,6.6
Prairies,HCoV,13,2024-03-30,"1,776",89,5
Prairies,HCoV,14,2024-04-06,"1,853",132,7.1
Prairies,HCoV,15,2024-04-13,"1,925",90,4.7
Prairies,HCoV,16,2024-04-20,"1,700",88,5.2
Prairies,HCoV,17,2024-04-27,"1,817",106,5.8
Prairies,HCoV,18,2024-05-04,"1,898",87,4.6
Prairies,HCoV,19,2024-05-11,"1,589",73,4.6
Prairies,HCoV,20,2024-05-18,"1,428",38,2.7
Prairies,HCoV,21,2024-05-25,"1,385",33,2.4
Prairies,HCoV,22,2024-06-01,"1,396",39,2.8
Prairies,HCoV,23,2024-06-08,"1,494",24,1.6
Prairies,HCoV,24,2024-06-15,"1,630",22,1.3
Prairies,HCoV,25,2024-06-22,"1,495",12,0.8
Prairies,HCoV,26,2024-06-29,"1,432",8,0.6
Prairies,HCoV,27,2024-07-06,"1,274",15,1.2
Prairies,HCoV,28,2024-07-13,"1,323",5,0.4
Prairies,HCoV,29,2024-07-20,"1,242",4,0.3
Prairies,HCoV,30,2024-07-27,"1,183",4,0.3
Prairies,HCoV,31,2024-08-03,"1,186",7,0.6
Prairies,HCoV,32,2024-08-10,"1,154",5,0.4
Prairies,HCoV,33,2024-08-17,"1,269",3,0.2
Prairies,HCoV,34,2024-08-24,"1,218",8,0.7
Quebec,SARS-CoV-2,35,2023-09-02,"9,351","1,524",16.3
Quebec,SARS-CoV-2,36,2023-09-09,"10,215","1,774",17.4
Quebec,SARS-CoV-2,37,2023-09-16,"11,678","2,115",18.1
Quebec,SARS-CoV-2,38,2023-09-23,"13,455","2,756",20.5
Quebec,SARS-CoV-2,39,2023-09-30,"15,431","3,287",21.3
Quebec,SARS-CoV-2,40,2023-10-07,"15,684","3,481",22.2
Quebec,SARS-CoV-2,41,2023-10-14,"12,605","2,307",18.3
Quebec,SARS-CoV-2,42,2023-10-21,"12,590","2,345",18.6
Quebec,SARS-CoV-2,43,2023-10-28,"12,003","2,195",18.3
Quebec,SARS-CoV-2,44,2023-11-04,"11,975","2,206",18.4
Quebec,SARS-CoV-2,45,2023-11-11,"11,815","2,351",19.9
Quebec,SARS-CoV-2,46,2023-11-18,"13,182","2,664",20.2
Quebec,SARS-CoV-2,47,2023-11-25,"12,938","2,784",21.5
Quebec,SARS-CoV-2,48,2023-12-02,"14,100","3,127",22.2
Quebec,SARS-CoV-2,49,2023-12-09,"14,467","3,295",22.8
Quebec,SARS-CoV-2,50,2023-12-16,"15,835","3,796",24
Quebec,SARS-CoV-2,51,2023-12-23,"16,682","3,690",22.1
Quebec,SARS-CoV-2,52,2023-12-30,"15,739","3,092",19.6
Quebec,SARS-CoV-2,1,2024-01-06,"15,874","2,812",17.7
Quebec,SARS-CoV-2,2,2024-01-13,"13,921","2,054",14.8
Quebec,SARS-CoV-2,3,2024-01-20,"11,599","1,345",11.6
Quebec,SARS-CoV-2,4,2024-01-27,"11,052","1,082",9.8
Quebec,SARS-CoV-2,5,2024-02-03,"10,995",943,8.6
Quebec,SARS-CoV-2,6,2024-02-10,"10,544",773,7.3
Quebec,SARS-CoV-2,7,2024-02-17,"11,071",735,6.6
Quebec,SARS-CoV-2,8,2024-02-24,"10,925",557,5.1
Quebec,SARS-CoV-2,9,2024-03-02,"10,468",511,4.9
Quebec,SARS-CoV-2,10,2024-03-09,"9,479",328,3.5
Quebec,SARS-CoV-2,11,2024-03-16,"9,376",284,3
Quebec,SARS-CoV-2,12,2024-03-23,"8,609",194,2.3
Quebec,SARS-CoV-2,13,2024-03-30,"8,537",230,2.7
Quebec,SARS-CoV-2,14,2024-04-06,"8,696",207,2.4
Quebec,SARS-CoV-2,15,2024-04-13,"8,694",199,2.3
Quebec,SARS-CoV-2,16,2024-04-20,"7,913",189,2.4
Quebec,SARS-CoV-2,17,2024-04-27,"7,721",274,3.5
Quebec,SARS-CoV-2,18,2024-05-04,"7,595",265,3.5
Quebec,SARS-CoV-2,19,2024-05-11,"7,355",364,4.9
Quebec,SARS-CoV-2,20,2024-05-18,"7,113",438,6.2
Quebec,SARS-CoV-2,21,2024-05-25,"6,510",407,6.3
Quebec,SARS-CoV-2,22,2024-06-01,"6,091",496,8.1
Quebec,SARS-CoV-2,23,2024-06-08,"6,089",529,8.7
Quebec,SARS-CoV-2,24,2024-06-15,"5,907",541,9.2
Quebec,SARS-CoV-2,25,2024-06-22,"6,396",731,11.4
Quebec,SARS-CoV-2,26,2024-06-29,"6,241",719,11.5
Quebec,SARS-CoV-2,27,2024-07-06,"6,476",883,13.6
Quebec,SARS-CoV-2,28,2024-07-13,"7,123","1,036",14.5
Quebec,SARS-CoV-2,29,2024-07-20,"7,517","1,291",17.2
Quebec,SARS-CoV-2,30,2024-07-27,"7,925","1,393",17.6
Quebec,SARS-CoV-2,31,2024-08-03,"8,404","1,652",19.7
Quebec,SARS-CoV-2,32,2024-08-10,"8,116","1,468",18.1
Quebec,SARS-CoV-2,33,2024-08-17,"8,521","1,742",20.4
